○　	日,か　
み○ぎ	水着,みずぎ	禊,みそぎ	みつぎ,みつぎ	密議,みつぎ
み○ぎる	見限る,みかぎる	みなぎる,みなぎる
み○ぎわ	水際,みずぎわ
み○く	味覚,みかく	磨く,みがく	見聞く,みきく	未熟,みじゅく	味読,みどく	見抜く,みぬく	見向く,みむく	魅力,みりょく	ミルク,みるく	魅惑,みわく
み○くい	醜い,みにくい
み○くさ	水草,みずくさ	道草,みちくさ
み○くさい	水臭い,みずくさい
み○くす	見尽くす,みつくす
み○くはく	脈搏,みやくはく
み○くみ	水汲み,みずくみ
み○くり	見送り,みおくり
み○くる	見送る,みおくる
み○くれ	見てくれ,みてくれ
み○くろい	身づくろい,みづくろい
み○くろう	見繕う,みつくろう	身繕う,みづくろう
み○ぐ	貢ぐ,みつぐ
み○ぐすり	水薬,みずぐすり
み○ぐるま	水車,みずぐるま
み○け	見かけ,みかけ	水気,みずけ	身丈,みたけ	見分け,みわけ
み○けい	密計,みっけい
み○けむり	水煙,みずけむり
み○ける	見受ける,みうける	見かける,みかける	見つける,みつける	見分ける,みわける
み○けん	民権,みんけん
み○げ	身投げ,みなげ	みやげ,みやげ
み○げい	民芸,みんげい
み○げる	見上げる,みあげる	見下げる,みさげる
み○こ	都,みやこ
み○こう	密航,みっこう	密行,みっこう
み○こく	密告,みっこく	民国,みんこく
み○こす	見残す,みのこす
み○こない	見損い,みそこない
み○こなう	見損う,みそこなう
み○ころ	見どころ,みどころ
み○ごき	身動き,みうごき
み○ごす	見過ごす,みすごす
み○ごろし	皆殺し,みなごろし
み○さき	店先,みせさき
み○さきあんない	水先案内,みずさきあんない
み○さぎ	陵,みささぎ
み○さざい	みそさざい,みそさざい
み○さし	水指し,みずさし
み○さま	皆様,みなさま
み○さめ	見納め,みおさめ
み○ざ	宮座,みやざ
み○ざわり	耳ざわり,みみざわり
み○し	みこし,みこし	見出し,みだし	密使,みっし
み○しお	満ち潮,みちしお
み○しご	みなし子,みなしご	孤児,みなしご
み○しごと	水仕事,みずしごと
み○した	右下,みぎした
み○しつ	密室,みっしつ
み○しなう	見失う,みうしなう
み○しなみ	身だしなみ,みだしなみ
み○しめ	見せしめ,みせしめ
み○しゃ	民社,みんしゃ
み○しゅ	民主,みんしゅ
み○しゅう	密集,みっしゅう	民衆,みんしゅう
み○しゅこく	民主国,みんしゅこく
み○しょ	密書,みっしょ
み○しょうばい	水商売,みずしょうばい
み○しょん	ミッション,みっしょん
み○しらえ	身ごしらえ,みごしらえ
み○しらず	見ず知らず,みずしらず
み○しり	みっしり,みっしり
み○しる	みそ汁,みそしる
み○しるべ	道しるべ,みちしるべ
み○しん	民心,みんしん
み○じ	密事,みつじ	民事,みんじ
み○じまい	店仕舞,みせじまい
み○じゅん	道順,みちじゅん
み○じょう	民情,みんじょう
み○す	見越す,みこす	満たす,みたす	みだす,みだす	乱す,みだす	みなす,みなす	見なす,みなす
み○すい	見やすい,みやすい
み○すう	未知数,みちすう
み○すがら	道すがら,みちすがら
み○すく	見え透く,みえすく
み○すじ	道すじ,みちすじ
み○すまし	みずすまし,みずすまし
み○すり	味噌すり,みそすり
み○すれ	見忘れ,みわすれ
み○すれる	見忘れる,みわすれる
み○ず	みみず,みみず
み○ずく	みみずく,みみずく
み○せい	密生,みっせい	民政,みんせい	民生,みんせい
み○せいいいん	民生委員,みんせいいいん
み○せつ	密接,みっせつ
み○せん	民選,みんせん
み○ぜめ	水攻め,みずぜめ
み○そう	密葬,みっそう
み○そこ	水底,みなそこ
み○ぞう	密造,みつぞう
み○ぞく	民俗,みんぞく	民族,みんぞく
み○た	見方,みかた	味方,みかた	水田,みずた
み○たあ	ミスター,みすたあ
み○たく	身仕度,みじたく
み○たけ	身のたけ,みのたけ
み○たす	見渡す,みわたす
み○たぶ	耳たぶ,みみたぶ
み○たま	水玉,みずたま
み○たまり	水たまり,みずたまり
み○たる	見当たる,みあたる
み○だえ	身もだえ,みもだえ
み○だえる	身もだえる,みもだえる
み○だす	見出す,みいだす	見くだす,みくだす
み○だめる	見定める,みさだめる
み○だれ	耳だれ,みみだれ
み○だん	密談,みつだん
み○ち	身内,みうち	身持ち,みもち
み○ちがい	見間違い,みまちがい
み○ちがえる	見間違える,みまちがえる
み○ちゃく	密着,みっちゃく
み○ちり	みっちり,みっちり
み○っかす	味噌っかす,みそっかす
み○って	身勝手,みがって
み○つ	未決,みけつ	みっつ,みっつ
み○つう	密通,みっつう
み○つける	見せつける,みせつける
み○づかえ	宮仕え,みやづかえ
み○づき	三日月,みかづき	みなづき,みなづき
み○づけ	みそ漬,みそづけ
み○づれ	道連れ,みちづれ
み○て	右手,みぎて	見立て,みたて
み○てい	密偵,みってい
み○てる	見捨てる,みすてる	見立てる,みたてる
み○でっぽう	水鉄砲,みずでっぽう
み○と	みこと,みこと	見事,みごと	ミット,みっと	港,みなと	身許,みもと
み○とし	見落し,みおとし
み○とす	見落とす,みおとす
み○とのり	みことのり,みことのり
み○ともない	みっともない,みっともない
み○とり	見劣り,みおとり	水鳥,みずとり
み○とりする	見劣りする,みおとりする
み○とる	見て取る,みてとる
み○ど	みかど,みかど	密度,みつど
み○どける	見届ける,みとどける
み○な	みんな,みんな
み○なか	道中,みちなか
み○なし	身ごなし,みごなし
み○なす	見放す,みはなす
み○なみ	南,みんなみ
み○なり	耳鳴り,みみなり
み○なれる	耳慣れる,みみなれる	耳馴れる,みみなれる
み○に	身銭,みぜに
み○ね	見まね,みまね
み○ねる	見かねる,みかねる
み○の	見もの,みもの
み○のく	陸奥,みちのく
み○のしゅう	皆の衆,みなのしゅう
み○のみ	水のみ,みずのみ
み○のみびゃくしょう	水呑み百姓,みずのみびゃくしょう
み○のり	道のり,みちのり
み○はけ	水はけ,みずはけ
み○はし	右端,みぎはし
み○ば	みつば,みつば	身幅,みはば
み○ばある	ミリバール,みりばある
み○ばい	密売,みつばい
み○ばた	道端,みちばた
み○ばち	みつばち,みつばち
み○ばな	水ばな,みずばな
み○ばん	店番,みせばん
み○ひ	満ち干,みちひ
み○ひき	水引,みずひき	満ちひき,みちひき
み○ひだり	右左,みぎひだり
み○び	雅,みやび
み○びき	導き,みちびき
み○びく	みちびく,みちびく	導く,みちびく
み○びた	みやびた,みやびた
み○びやか	みやびやか,みやびやか
み○びらかす	見せびらかす,みせびらかす
み○びらき	店開き,みせびらき
み○びる	見くびる,みくびる
み○ふりかた	身の振り方,みのふりかた
み○ぶくれ	水ぶくれ,みずぶくれ
み○ぶしん	道普請,みちぶしん
み○ぶる	見破る,みやぶる
み○ぶろ	水風呂,みずぶろ
み○ぷう	密封,みっぷう
み○ぷりんと	ミスプリント,みすぷりんと
み○べ	水辺,みずべ
み○ぺい	密閉,みっぺい
み○ほど	身のほど,みのほど
み○ぼえ	見覚え,みおぼえ
み○ぼえる	見おぼえる,みおぼえる
み○ぼらしい	みすぼらしい,みすぼらしい
み○ぽう	民法,みんぽう
み○ま	みたま,みたま	深山,みやま
み○まいり	宮参り,みやまいり
み○まえ	身構え,みがまえ
み○まえる	身構える,みがまえる
み○まき	水まき,みずまき
み○まくら	水枕,みずまくら
み○まし	水増し,みずまし
み○また	三つまた,みつまた
み○まに	見るまに,みるまに
み○まめ	みつまめ,みつまめ
み○まわり	身の回り,みのまわり
み○み	見込み,みこみ	南,みなみ
み○みかぜ	南風,みなみかぜ
み○みし	みしみし,みしみし
み○みじゅうじせい	南十字星,みなみじゅうじせい
み○みす	みすみす,みすみす
み○みずしい	みずみずしい,みずみずしい
み○みち	道々,みちみち
み○みはんきゅう	南半球,みなみはんきゅう
み○みり	みりみり,みりみり
み○みる	見る見る,みるみる
み○みんぜみ	みんみんぜみ,みんみんぜみ
み○む	見込む,みこむ
み○むし	水虫,みずむし	みの虫,みのむし
み○め	みじめ,みじめ	見そめ,みそめ	認め,みとめ
み○めいん	認め印,みとめいん
み○めえとる	ミリメートル,みりめえとる
み○める	見初める,みそめる	見染める,みそめる	見つめる,みつめる	認める,みとめる
み○も	水面,みのも
み○もと	みなもと,みなもと	耳もと,みみもと
み○もの	水物,みずもの	見せもの,みせもの
み○もり	見積り,みつもり
み○もる	見積もる,みつもる	見守る,みまもる
み○もれ	水漏れ,みずもれ
み○や	水屋,みずや	店屋,みせや
み○やく	密約,みつやく
み○やまり	見誤り,みあやまり
み○やまる	見誤る,みあやまる
み○ゆ	密輸,みつゆ
み○ゆき	道行き,みちゆき
み○ゆしゅつ	密輸出,みつゆしゅつ
み○ゆにゅう	密輸入,みつゆにゅう
み○よう	民謡,みんよう
み○よこ	右横,みぎよこ
み○よつ	右四つ,みぎよつ
み○より	耳より,みみより
み○ら	ミイラ,みいら	身柄,みがら	み空,みそら	身空,みそら	みだら,みだら
み○らい	見習い,みならい	未払い,みはらい
み○らう	見ならう,みならう
み○らく	見開く,みひらく
み○らし	御手洗,みたらし	見晴らし,みはらし
み○らべる	見比べる,みくらべる
み○らわす	見あらわす,みあらわす
み○り	実入り,みいり	身売り,みうり	見切り,みきり	見知り,みしり	見取り,みどり	緑,みどり	みなり,みなり	実り,みのり	見張り,みはり	身振り,みぶり	身寄り,みより
み○りいろ	緑色,みどりいろ
み○りがかる	緑がかる,みどりがかる
み○りご	嬰児,みどりご
み○りず	見取り図,みとりず
み○りに	みだりに,みだりに
み○りひん	見切り品,みきりひん
み○りみしり	みしりみしり,みしりみしり
み○りょう	密猟,みつりょう
み○りん	密林,みつりん
み○る	見入る,みいる	魅入る,みいる	見える,みえる	身軽,みがる	見切る,みきる	見知る,みしる	魅する,みする	見せる,みせる	満ちる,みちる	みとる,みとる	見取る,みとる	実る,みのる	見張る,みはる	見やる,みやる
み○るい	身軽い,みがるい	身振い,みぶるい
み○るしい	見苦しい,みぐるしい
み○れ	みぞれ,みぞれ	乱れ,みだれ
み○れがみ	乱れ髪,みだれがみ
み○れる	みだれる,みだれる	乱れる,みだれる	見とれる,みとれる	見なれる,みなれる	見慣れる,みなれる
